,0_RF,1_XGB,2_LGBM,3_ExtraTrees,6_RF,7_XGB,8_LGBM,9_ExtraTrees,12_RF,13_XGB,14_LGBM,15_ExtraTrees,18_RF,19_XGB,20_LGBM,21_ExtraTrees,24_RF,25_XGB,26_LGBM,27_ExtraTrees,30_RF,31_XGB,32_LGBM,33_ExtraTrees,36_RF,37_XGB,38_LGBM,39_ExtraTrees,42_RF,43_XGB,44_LGBM,45_ExtraTrees,48_RF,49_XGB,50_LGBM,51_ExtraTrees,54_RF,55_XGB,56_LGBM,57_ExtraTrees,MEAN,MEDIAN
200087_s_at,0.0,0.0,0.25,0.056190611912802176,0.0,0.0,0.25,0.03060546464902594,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.03173831156468168,0.0,0.25,0.4264425661852791,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.12352990091993238,0.0,0.0,0.25,0.429015203376658,0.08993805146520947,0.0
205363_at,0.30754350008093384,0.14285713,0.0,0.0,0.0,0.14285713,0.0,0.13643566663798895,0.0,0.14285713,0.0,0.0,0.0,0.14285713,0.0,0.0,0.0,0.14285713,0.0,0.0,0.8167965063490044,0.14285713,0.0,0.0,0.0,0.14285713,0.0,0.0,0.0,0.14285713,0.0,0.20216536550699374,0.30641936689076443,0.14285713,0.0,0.0,0.3320688226717842,0.14285713,0.0,0.0,0.08825001428898514,0.0
219597_s_at,0.33285522678377394,0.0,0.0,0.0,0.4448570133907228,0.0,0.0,0.3736306298539686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49965598196325234,0.0,0.0,0.0,0.0,0.0,0.0,0.004284767488764846,0.0,0.0,0.0,0.0,0.014985039902213788,0.0,0.0,0.1058612444242348,0.692591098386883,0.0,0.0,0.9959125102831611,0.08661583781192438,0.0
220414_at,0.0,0.0,0.0,0.0,0.4596504040943396,0.0,0.0,0.07343348566766361,0.8871619629624049,0.0,0.0,0.0,0.34117672418338135,0.0,0.0,0.0,0.0,0.0,0.0,0.33374180337536274,0.0,0.0,0.0,0.2736215493731881,0.4666272548106113,0.0,0.0,0.1360018073193372,0.0,0.0,0.0,0.0,0.3230097073353577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08236061747804117,0.0
202504_at,0.0,0.0,0.0,0.14449910388099285,0.4280836126011403,0.0,0.0,0.0,0.9861483131210349,0.0,0.0,0.05679000295063223,0.3055102743453426,0.0,0.0,0.0,0.30881018928810355,0.0,0.0,0.0,0.0,0.0,0.0,0.5080281948929313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.369070956127709,0.0,0.0,0.0,0.15859616747266114,0.0816384203670137,0.0
205172_x_at,0.36609480247902415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4906186382519937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3667783675362508,0.0,0.0,0.0,0.4385223919054466,0.0,0.0,0.0,0.0,0.5169037877111841,0.0,0.0,0.0,0.2825552397309412,0.0,0.0,0.0,0.0,0.0,0.0,0.7922519691112582,0.08134312991815247,0.0
211043_s_at,0.0,0.0,0.0,0.4341557927853966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055333226552082976,0.0,0.0,0.0,0.0,0.3739035139047556,0.0,0.0,0.0,0.022856460358104014,0.0,0.0,0.49352481386706565,0.0,0.0,0.0,0.0,0.5311623380507177,0.0,0.0,0.3398232369653264,0.33468038526717675,0.0,0.0,0.48059483684712584,0.0,0.0,0.0,0.18639764519183946,0.08131080624473977,0.0
201015_s_at,0.6865898504530342,0.0,0.0,0.0,0.0,0.0,0.0,0.1442797698989677,0.0,0.0,0.0,0.0,0.32868920539237784,0.0,0.0,0.0,0.15024507661184408,0.0,0.0,0.0,0.8788927015154955,0.0,0.0,0.0,0.8806816122113854,0.0,0.0,0.1563626011957456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08064352043197125,0.0
206561_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4691698281139761,0.0,0.0,0.0,0.0,0.0,0.0,0.2661978846321134,0.0,0.0,0.0,0.0,0.43992701588495364,0.0,0.0,0.7382015236672289,0.0,0.0,0.0,0.492373829362561,0.5228157241731745,0.0,0.0,0.29190669121176155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08051481242614422,0.0
214580_x_at,0.0,0.0,0.0,0.11178285578121239,0.5070843557945182,0.0,0.0,0.012055997239610533,0.0,0.0,0.0,0.34205873889714444,0.0,0.0,0.0,0.0,0.2620622132492734,0.0,0.0,0.5687887911951419,0.0,0.0,0.0,0.6119420698775667,0.49964381825379495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29925414532775885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08036682464040053,0.0
200803_s_at,0.06980530073876835,0.0,0.25,0.03909505126498626,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.08628972312807254,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.04401271512887665,0.0,0.0,0.25,0.35768127033690594,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.06494564023769837,0.0,0.0,0.25,0.0,0.0790457425208827,0.0
210020_x_at,0.7229955352822763,0.0,0.0,0.5591306073454653,0.48743170804991354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9958925917760517,0.0,0.0,0.0,0.25902087948168284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1353009244202112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07899430615889003,0.0
39248_at,0.38392848615975195,0.0,0.0,0.45528243331101187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43298425463572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4884780836502158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37553956582653203,0.07840532058958079,0.0
205490_x_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34056405514789034,0.0,0.0,0.12003032223843908,0.0,0.0,0.0,0.5937501262321122,0.0,0.0,0.0,0.0,0.5130189898733251,0.0,0.0,0.0,0.5530077677230715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07800928153037096,0.0
200006_at,0.0,0.30952382,0.0,0.0,0.0,0.30952382,0.0,0.0,0.0,0.30952382,0.0,0.0,0.0,0.30952382,0.0,0.0,0.0,0.30952382,0.0,0.0,0.0,0.30952382,0.0,0.0,0.0,0.30952382,0.0,0.0,0.0,0.30952382,0.0,0.0,0.0,0.30952382,0.0,0.0,0.0,0.30952382,0.0,0.0,0.0773809552192688,0.0
205157_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019792151529619273,0.0,0.0,1.0,0.0,0.0,0.0,0.158281601328954,0.0,0.0,0.0,0.5338720161811654,0.0,0.0,0.0,0.019850407282991114,0.0,0.0,0.0,0.0,0.3608386305921777,0.0,0.0,0.0,0.0773158701728727,0.0
207023_x_at,0.36676794585324674,0.0,0.0,0.0,0.0,0.0,0.0,0.10637739685798576,0.48204969666111563,0.0,0.0,0.01805830000714615,0.0,0.0,0.0,0.0567874730397586,0.0,0.0,0.0,0.0,0.5114182088254134,0.0,0.0,0.5421144001111337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07708933553389499,0.0
210633_x_at,0.0,0.0,0.0,0.007530402123041168,0.3949176127433135,0.0,0.0,0.0,0.4102586223962345,0.0,0.0,0.0024674049734612507,0.29313377718963074,0.0,0.0,0.0,0.0,0.0,0.0,0.484077368253886,0.0,0.0,0.0,0.483384886917423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5662922209191888,0.0,0.0,0.0,0.43248989770305285,0.0,0.0,0.0,0.0,0.07686380483048079,0.0
213796_at,0.0,0.0,0.0,0.23780236461444304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31276933194168616,0.0,0.0,0.8022750613209982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6821924261898916,0.0,0.0,0.5393562598159553,0.0,0.0,0.0,0.0066591089179838725,0.0,0.0,0.0,0.4770734931815773,0.07645320114956337,0.0
200606_at,0.0,0.0,0.0,0.25769192681625264,0.0,0.0,0.0,0.2706351274912571,0.0,0.0,0.0,0.0,0.3285904212942996,0.0,0.0,0.35218724187878675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3940779844801482,0.0,0.0,0.0,0.1431902550631709,0.0,0.0,0.0,0.46222204802385314,0.0,0.0,0.0,0.8443270145975666,0.0,0.0,0.0,0.0,0.07632305049113337,0.0
205900_at,0.0,0.0,0.0,0.8573127097325942,0.0,0.0,0.0,0.09670190306381818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5618453204715712,0.0,0.0,0.0,0.2016185131559504,0.42408684085000364,0.0,0.0,0.0,0.530148199936216,0.0,0.0,0.0,0.34140281328328137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07532790751233587,0.0
204503_at,0.0,0.0,0.0,0.0,0.46686516690909247,0.0,0.0,0.0,0.0,0.0,0.0,0.310711962582996,0.0,0.0,0.0,0.6327952193030792,0.6963175697554378,0.0,0.0,0.0,0.0,0.0,0.0,0.0974811492935673,0.0,0.0,0.0,0.24397910251377192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5364456477551418,0.0,0.0,0.0,0.0,0.07461489545282715,0.0
218677_at,0.0,0.0,0.0,0.12940332924818485,0.4834777522128667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2660721184642165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48212873391252525,0.4372876247899841,0.0,0.0,0.0,0.0,0.0,0.0,0.14351884784463229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07354721016181023,0.0
201653_at,0.36767160945253935,0.14285713,0.0,0.0,0.0,0.14285713,0.0,0.0,0.0,0.14285713,0.0,0.0,0.0,0.14285713,0.0,0.18905047252474963,0.0,0.14285713,0.0,0.0,0.0,0.14285713,0.0,0.36225308059088274,0.4922958976893376,0.14285713,0.0,0.0,0.0,0.14285713,0.0,0.0,0.0,0.14285713,0.0,0.0,0.0807454229936822,0.14285713,0.0,0.0,0.0730146956668282,0.0
209351_at,0.0,0.0,0.0,0.0,0.06030980389517462,0.0,0.0,0.13356621030911134,0.0,0.0,0.0,0.0,0.33731603298971513,0.0,0.0,0.0,0.7959651240853826,0.0,0.0,0.14859112747144101,0.0,0.0,0.0,0.11495242139422558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6647115270989142,0.0,0.0,0.21227285671674748,0.3388682038047353,0.0,0.0,0.08770866928427577,0.07235654942624307,0.0
218615_s_at,0.37564674338911463,0.04761905,0.0,0.0,0.0,0.04761905,0.0,0.0,0.4675078064093025,0.04761905,0.0,0.0,0.0,0.04761905,0.0,0.0,0.0,0.04761905,0.0,0.0,0.0,0.04761905,0.0,0.0,0.4750426831757546,0.04761905,0.0,0.3818331676623792,0.0,0.04761905,0.0,0.716941819552196,0.0,0.04761905,0.0,0.0,0.0,0.04761905,0.0,0.0,0.07232906763122406,0.0
214370_at,0.0,0.0,0.0,0.17319951064406217,0.0,0.0,0.0,0.2637886430369765,0.0,0.0,0.0,0.0,0.713289374378079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42963352856452014,0.0,0.0,0.0,0.41652813219373835,0.6899990697164667,0.0,0.0,0.16835533128237806,0.0,0.0,0.0,0.0,0.07136983974540553,0.0
218186_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3040079092888133,0.32309905791424387,0.0,0.0,0.0,0.0,0.0,0.0,0.12172597811524305,0.4950230185399827,0.0,0.0,0.0,0.5559713444081418,0.0,0.0,0.9982323174518318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06995149064295642,0.0
212187_x_at,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.05101162167212419,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.12741586993708987,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.10099111798239031,0.0,0.0,0.25,0.0,0.06948546523979011,0.0
206605_at,0.0,0.0,0.25,0.271443285298158,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.06928608213245395,0.0
216106_at,0.0,0.023809524,0.25,0.0,0.0,0.023809524,0.25,0.0,0.0,0.023809524,0.25,0.0,0.0,0.023809524,0.25,0.0,0.0,0.023809524,0.25,0.0,0.0,0.023809524,0.25,0.0,0.0,0.023809524,0.25,0.0,0.0,0.023809524,0.25,0.0,0.0,0.023809524,0.25,0.0,0.0,0.023809524,0.25,0.0,0.06845238106325269,0.02380952425301075
200041_s_at,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.06549905070046562,0.0,0.25,0.07249389704210982,0.058572499762256196,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0674141361876208,0.0
201511_at,0.0,0.26190478,0.0,0.0,0.0,0.26190478,0.0,0.0,0.0,0.26190478,0.0,0.0,0.0,0.26190478,0.0,0.0,0.0,0.26190478,0.0,0.0,0.0,0.26190478,0.0,0.0,0.0,0.26190478,0.0,0.0,0.046859946520859376,0.26190478,0.0,0.0,0.0,0.26190478,0.0,0.0,0.0,0.26190478,0.0,0.0,0.06664769268710749,0.0
204855_at,0.0,0.0,0.0,0.13029147132230604,0.41243656325068523,0.0,0.0,0.004807896102573536,0.4316753159764079,0.0,0.0,0.0,0.33819923199662055,0.0,0.0,0.0,0.419567769068881,0.0,0.0,0.0,0.0,0.0,0.0,0.08355656170985562,0.0,0.0,0.0,0.014966840699375063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45437784439586376,0.36407256275220734,0.0,0.0,0.0,0.0663488014318694,0.0
203413_at,0.0,0.0,0.25,0.13577966504407185,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0658944916261018,0.0
204268_at,0.0,0.0,0.0,0.5571101135385694,0.5285789468983086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3449884943371953,0.0,0.0,0.008463496719311044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11379931951206868,0.0,0.0,0.0,0.0,0.5841267470793342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4957309038452312,0.06581995054825046,0.0
