,1_XGB,3_ExtraTrees,7_XGB,9_ExtraTrees,13_XGB,15_ExtraTrees,19_XGB,21_ExtraTrees,25_XGB,27_ExtraTrees,31_XGB,33_ExtraTrees,37_XGB,39_ExtraTrees,43_XGB,45_ExtraTrees,49_XGB,51_ExtraTrees,55_XGB,57_ExtraTrees,MEAN,MEDIAN
229678_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34752781065557276,0.01737639053277864,0.0
1562591_a_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3474499911512499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017372499557562496,0.0
204189_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3470078026001094,0.0,0.0,0.0,0.0,0.01735039013000547,0.0
232416_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.346930419190533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01734652095952665,0.0
1552912_a_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3468353834389294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01734176917194647,0.0
1564287_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3465416168595804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01732708084297902,0.0
209610_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34650584569623866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017325292284811934,0.0
1564601_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3464755945562468,0.0,0.0,0.0,0.0,0.0,0.0,0.017323779727812343,0.0
207075_at,0.0,0.0,0.0,0.34580262794166566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017290131397083283,0.0
216354_at,0.0,0.0,0.0,0.0,0.0,0.3457643852227822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01728821926113911,0.0
1566784_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3456900829842831,0.0,0.0,0.017284504149214154,0.0
1561834_a_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3456394716823364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01728197358411682,0.0
1554052_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34552542934507874,0.0,0.0,0.0,0.0,0.0,0.0,0.017276271467253936,0.0
224952_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34546925125074796,0.0,0.0,0.0,0.0,0.0,0.0,0.0172734625625374,0.0
211074_at,0.0,0.0,0.0,0.0,0.0,0.3233385198616809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021889325436103658,0.01726139226488923,0.0
235363_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34504658309307823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01725232915465391,0.0
239041_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34498385966339357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017249192983169678,0.0
204192_at,0.0,0.3447227369816935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017236136849084673,0.0
231311_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34443332219563244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01722166610978162,0.0
228520_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3439965823963436,0.01719982911981718,0.0
206505_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34386743043658363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017193371521829183,0.0
215332_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3436211030843502,0.0,0.0,0.0,0.0,0.017181055154217507,0.0
210580_x_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34333153314239684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01716657665711984,0.0
219446_at,0.0,0.3433164342888258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01716582171444129,0.0
237409_at,0.0,0.0,0.0,0.3431713627817426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01715856813908713,0.0
201147_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3428419222409097,0.0,0.0,0.017142096112045487,0.0
219289_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3424513682543551,0.0,0.0,0.0,0.0,0.017122568412717757,0.0
213316_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34240023191919833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017120011595959918,0.0
235524_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423318579038189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017116592895190946,0.0
212526_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3423151703775781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017115758518878903,0.0
227654_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34228538013843196,0.0,0.0,0.017114269006921597,0.0
229532_at,0.0,0.0,0.0,0.0,0.0,0.3421716435035822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01710858217517911,0.0
214252_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34204629598663744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017102314799331872,0.0
202254_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3420462959866373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017102314799331865,0.0
1562698_x_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3420103741816112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01710051870908056,0.0
220467_at,0.0,0.0,0.0,0.0,0.0,0.3418604989817194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017093024949085968,0.0
242417_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3417312939379806,0.0,0.0,0.0,0.0,0.01708656469689903,0.0
218611_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3415326107240863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017076630536204316,0.0
216638_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34142151368295787,0.0,0.0,0.0,0.0,0.0,0.0,0.017071075684147893,0.0
1554420_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3413157938282644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01706578969141322,0.0
228352_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3410480524308546,0.0,0.0,0.0,0.0,0.0,0.0,0.01705240262154273,0.0
212141_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34104040026510696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01705202001325535,0.0
206223_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3410238665046545,0.0,0.0,0.0,0.0,0.0,0.0,0.017051193325232725,0.0
1557256_a_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3406237618647005,0.017031188093235027,0.0
242064_at,0.0,0.0700518259677075,0.0,0.27051129678803565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017028156137787156,0.0
244321_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3405218916198864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01702609458099432,0.0
204705_x_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3404449013718177,0.0,0.0,0.017022245068590885,0.0
229671_s_at,0.0,0.0,0.0,0.3402354947849401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017011774739247004,0.0
226681_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3401308029914301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017006540149571505,0.0
244578_at,0.0,0.3392466730599963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016962333652999814,0.0
1569377_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33914717491321467,0.0,0.0,0.016957358745660733,0.0
218553_s_at,0.0,0.22740446832555525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11173706994814793,0.01695707691368516,0.0
209978_s_at,0.0,0.339039621244886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169519810622443,0.0
215557_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33877406295854184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016938703147927094,0.0
1560743_a_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3384345757749162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01692172878874581,0.0
214262_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3381376282333304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01690688141166652,0.0
226029_at,0.0,0.3379670835749627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016898354178748135,0.0
34206_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3373389534083622,0.0,0.0,0.0,0.0,0.01686694767041811,0.0
243780_at,0.0,0.0,0.0,0.0,0.0,0.33730567294285946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016865283647142973,0.0
221243_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3369181346611358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01684590673305679,0.0
214593_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33683304372629586,0.0,0.0,0.0,0.0,0.0,0.0,0.016841652186314792,0.0
1560006_a_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33643906593192396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0168219532965962,0.0
222757_s_at,0.0,0.33622843163452304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016811421581726153,0.0
212264_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33579747831128787,0.016789873915564392,0.0
213355_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33577210722621553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016788605361310778,0.0
237096_at,0.0,0.0,0.0,0.0,0.0,0.3352418219655781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016762091098278906,0.0
211385_x_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3350487940529108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01675243970264554,0.0
242314_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33440051964809586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016720025982404792,0.0
232126_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33397685147031236,0.0,0.0,0.0,0.0,0.01669884257351562,0.0
243607_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3339273117634345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016696365588171724,0.0
236991_at,0.0,0.3339150451725162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01669575225862581,0.0
231323_at,0.0,0.0,0.0,0.3335503295330932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01667751647665466,0.0
235274_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33344545634153444,0.0,0.0,0.0,0.0,0.01667227281707672,0.0
233973_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333820844720119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016669104223600593,0.0
238423_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33324351232167415,0.0,0.0,0.0,0.0,0.0,0.0,0.016662175616083706,0.0
227358_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3331674296716533,0.0,0.0,0.0,0.0,0.016658371483582665,0.0
239535_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3330627873084582,0.0,0.0,0.016653139365422908,0.0
230141_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33290151801334283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01664507590066714,0.0
218167_at,0.0,0.0,0.0,0.0,0.0,0.33272742823035834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016636371411517917,0.0
209012_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3325347715259144,0.0,0.0,0.0,0.0,0.0,0.0,0.016626738576295718,0.0
232326_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33243656973626085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016621828486813043,0.0
1552985_at,0.0,0.0,0.0,0.33229346986860525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016614673493430262,0.0
201941_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33203980068549693,0.0,0.0,0.016601990034274847,0.0
227759_at,0.0,0.3316861392450313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016584306962251567,0.0
1566150_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33168382999524654,0.0,0.0,0.0,0.0,0.016584191499762327,0.0
41577_at,0.0,0.0,0.0,0.0,0.0,0.33147356116464255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01657367805823213,0.0
224273_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3312537126064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01656268563032,0.0
222344_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3303421678264221,0.0,0.0,0.016517108391321107,0.0
1569624_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3302414685418978,0.0,0.0,0.0,0.0,0.01651207342709489,0.0
206404_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33016539059280403,0.016508269529640202,0.0
211378_x_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3301278210790729,0.0,0.0,0.0,0.0,0.016506391053953646,0.0
213093_at,0.0,0.0,0.0,0.0,0.0,0.3299321046058868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01649660523029434,0.0
1560390_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3299277467298857,0.0,0.0,0.016496387336494285,0.0
244412_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32984212551191316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016492106275595657,0.0
237662_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32963550422291577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01648177521114579,0.0
34408_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32901921359347497,0.0,0.0,0.0,0.0,0.0,0.0,0.01645096067967375,0.0
209751_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32887925811353286,0.0,0.0,0.0,0.0,0.0,0.0,0.016443962905676644,0.0
221697_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32880211398084497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016440105699042248,0.0
219778_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3284977455032956,0.0,0.0,0.0,0.0,0.01642488727516478,0.0
207181_s_at,0.0,0.0,0.0,0.0,0.0,0.3284481914672809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016422409573364043,0.0
233133_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32812109728250005,0.0,0.0,0.0,0.0,0.0,0.0,0.016406054864125004,0.0
1564215_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3278343261021908,0.0,0.0,0.0,0.0,0.016391716305109542,0.0
1558397_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3278322440254907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016391612201274535,0.0
1566101_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32778067282475565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016389033641237782,0.0
226605_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32767845553408126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016383922776704064,0.0
1555372_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3276509718751377,0.016382548593756884,0.0
205845_at,0.0,0.0,0.0,0.32760137526995625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01638006876349781,0.0
202338_at,0.0,0.0,0.0,0.0,0.0,0.3274463188819672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01637231594409836,0.0
40016_g_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273675018178939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016368375090894696,0.0
233501_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32694757601765806,0.0,0.0,0.016347378800882904,0.0
201176_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32691221114396796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0163456105571984,0.0
1562169_at,0.0,0.0,0.0,0.3263484656515666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01631742328257833,0.0
216051_x_at,0.0,0.0,0.0,0.32623570729343604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016311785364671802,0.0
224587_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3260124656863752,0.01630062328431876,0.0
244585_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3259025661679973,0.0,0.0,0.0,0.0,0.0,0.0,0.016295128308399864,0.0
205689_at,0.0,0.325533201765349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01627666008826745,0.0
220319_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32497899377035766,0.016248949688517884,0.0
206694_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3248711010382812,0.0,0.0,0.0,0.0,0.01624355505191406,0.0
222139_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32485566092986135,0.0,0.0,0.0,0.0,0.016242783046493067,0.0
232553_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32484248352640044,0.0,0.0,0.0,0.0,0.01624212417632002,0.0
1555462_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.324657441030083,0.01623287205150415,0.0
231721_at,0.0,0.0,0.0,0.0,0.0,0.3244427485950983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016222137429754917,0.0
218457_s_at,0.0,0.0,0.0,0.32434237807676397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016217118903838198,0.0
200837_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3243196292037126,0.0,0.0,0.01621598146018563,0.0
205622_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32423390021996257,0.0,0.0,0.0,0.0,0.016211695010998128,0.0
238692_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32400932017007417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01620046600850371,0.0
207460_at,0.0,0.0,0.0,0.0,0.0,0.32393023636554874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016196511818277436,0.0
226464_at,0.0,0.0,0.0,0.3232756339301508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01616378169650754,0.0
238138_at,0.0,0.0,0.0,0.32293283089817504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016146641544908753,0.0
204958_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3225171002131351,0.0,0.0,0.0,0.0,0.016125855010656755,0.0
218375_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3225157862032827,0.0,0.0,0.0,0.0,0.0,0.0,0.016125789310164135,0.0
211986_at,0.0,0.0,0.0,0.3224707983270051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016123539916350255,0.0
208789_at,0.0,0.0,0.0,0.0,0.0,0.20327784901890203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11915052056782857,0.01612141847933653,0.0
