,LR,SVM,MEAN
1556138_a_at,0.5737456301274013,0.5134392620198958,0.5435924460736485
210401_at,0.5545963634470379,0.5321850086944119,0.5433906860707249
229347_at,0.5685920544863795,0.5166289729739936,0.5426105137301865
214488_at,0.5285241048870186,0.5560295793547841,0.5422768421209014
205540_s_at,0.5835053874322818,0.500667721438974,0.5420865544356279
213506_at,0.5533872483333648,0.5306833397584861,0.5420352940459254
215175_at,0.5565895807885092,0.527426210554279,0.5420078956713941
214950_at,0.5734023684169406,0.5097410691360081,0.5415717187764744
1559595_at,0.5622573292085791,0.5187396576894221,0.5404984934490006
1560318_at,0.5288981132821136,0.5472213190184823,0.5380597161502979
235922_at,0.5210718852255536,0.55469488777908,0.5378833865023168
1561002_at,0.5368367122188398,0.5347634086590565,0.5358000604389481
240052_at,0.5428065796399236,0.5287367018465913,0.5357716407432574
1560625_s_at,0.5536042201826856,0.5169706720299182,0.535287446106302
233175_at,0.5348126658369062,0.5338722698561765,0.5343424678465414
205900_at,0.5647879347173685,0.5018639838800038,0.5333259592986861
225249_at,0.5564235083492794,0.5099312049866607,0.5331773566679701
205625_s_at,0.5298185660281773,0.536230505261966,0.5330245356450717
229655_at,0.5254208756390618,0.539418552258797,0.5324197139489294
223575_at,0.5363811090792838,0.5254107640284571,0.5308959365538705
241736_at,0.5232422758966168,0.5384253697743775,0.5308338228354972
210081_at,0.5480899029869757,0.5089605254971895,0.5285252142420827
1561128_at,0.546635499009434,0.5090549330539983,0.5278452160317162
218084_x_at,0.5451007377574881,0.5097002869973526,0.5274005123774204
232035_at,0.5329130733613667,0.5215973874083851,0.5272552303848759
211124_s_at,0.5494223072055908,0.5046381238946863,0.5270302155501385
226677_at,0.5556225790009707,0.49795314162213045,0.5267878603115506
224252_s_at,0.544831566146218,0.5074200025527329,0.5261257843494754
1566896_at,0.5385709126373072,0.5126779668845286,0.5256244397609179
211341_at,0.5465087371238304,0.50424960385548,0.5253791704896552
239827_at,0.534302041424215,0.5161488870459457,0.5252254642350804
224870_at,0.5378948666085214,0.5116003654589727,0.524747616033747
209695_at,0.5359308044974566,0.5132193874348472,0.5245750959661519
227134_at,0.5450754654040493,0.5040692411820812,0.5245723532930653
1555086_at,0.5615917584734716,0.4864745589308,0.5240331587021358
206940_s_at,0.5368172897789514,0.5084687942194267,0.522643041999189
226558_at,0.5185956340586588,0.5242179244687153,0.5214067792636871
225258_at,0.544557710547952,0.49365297866066915,0.5191053446043106
206100_at,0.5166752701533176,0.5207382709606151,0.5187067705569663
225219_at,0.528508454824412,0.5082931271727783,0.5184007909985952
203010_at,0.5351571739026686,0.5006641031813862,0.5179106385420273
226676_at,0.5455538529806068,0.4896806405947565,0.5176172467876816
232487_at,0.5038510666097977,0.527694319315101,0.5157726929624493
238828_at,0.5421316643577823,0.48783351222968163,0.514982588293732
228658_at,0.5387106275340366,0.4903103636508658,0.5145104955924512
216298_at,0.4994319165783981,0.5273761157834015,0.5134040161808998
204391_x_at,0.5158004049529833,0.5102412357114977,0.5130208203322405
1562898_at,0.524709956181893,0.49895463486592273,0.5118322955239079
222771_s_at,0.5040861131260137,0.5191691498647057,0.5116276314953597
238727_at,0.5191806217566676,0.5016143111628301,0.5103974664597488
204692_at,0.5130058950367699,0.5075075119264103,0.5102567034815901
237664_at,0.5256429450771347,0.49338067467969293,0.5095118098784138
238835_at,0.49279209301101357,0.5251720268332212,0.5089820599221173
243572_at,0.4789085097898341,0.5388872658414262,0.5088978878156302
217633_at,0.49820232532460546,0.5176835834009968,0.5079429543628011
221876_at,0.5216563124768544,0.49105848601810237,0.5063573992474784
227725_at,0.5117425699685124,0.4998216592080632,0.5057821145882878
203914_x_at,0.5331096789842696,0.47682050660613035,0.5049650927952
219693_at,0.5336841645757456,0.4760423270813773,0.5048632458285615
215811_at,0.5081175017858298,0.500063640433843,0.5040905711098365
1567009_at,0.4924275009145728,0.5140977917122656,0.5032626463134192
237067_at,0.5078532809127926,0.49834824629588154,0.5031007636043371
233845_at,0.49976331961600695,0.505126855705356,0.5024450876606814
211548_s_at,0.5284902112189627,0.4761732991654133,0.502331755192188
209543_s_at,0.5068765830033212,0.4969848183630476,0.5019307006831843
243806_at,0.5316099429980381,0.4718038293864093,0.5017068861922237
207194_s_at,0.501408563409609,0.5018925257269361,0.5016505445682726
207728_at,0.4929999377769016,0.5098160057005285,0.5014079717387151
238892_at,0.48305414700038485,0.5187628781967081,0.5009085125985464
1556950_s_at,0.5097514170979929,0.49065516281179317,0.500203289954893
209631_s_at,0.4659532568802046,0.5341191421107944,0.5000361994954995
1568751_at,0.485646191637392,0.5131421212917681,0.49939415646458
237403_at,0.5302707840705629,0.46507403589619917,0.497672409983381
1563332_at,0.512038198263835,0.4829140196798962,0.4974761089718656
230906_at,0.5368071443733841,0.45804001482611584,0.4974235795997499
1556064_at,0.4975471662976062,0.49714899189668904,0.4973480790971476
1558507_at,0.4695316174084647,0.5248776914084017,0.4972046544084332
215933_s_at,0.5084766342416607,0.4851289069045408,0.49680277057310074
1564151_at,0.49627402098140716,0.4973298950116754,0.49680195799654125
225879_at,0.5135835358373406,0.47949220986587554,0.4965378728516081
203199_s_at,0.5067445149872197,0.48585423753733953,0.4962993762622796
224049_at,0.48469329378396386,0.5074323185679007,0.4960628061759323
237322_at,0.5190643996716368,0.47261043985128126,0.495837419761459
216198_at,0.5141226963315944,0.47647950093896496,0.49530109863527966
1563949_at,0.5036116140407485,0.4869667414254383,0.4952891777330934
1565783_at,0.5016749650366531,0.4874396434132729,0.494557304224963
213421_x_at,0.48777212439908835,0.5013287158023643,0.4945504201007263
221157_s_at,0.5090286580206537,0.4800083927616153,0.4945185253911345
219755_at,0.48890936541094426,0.49955377839061793,0.4942315719007811
218987_at,0.5071698056607853,0.4808611699356846,0.49401548779823495
1553471_at,0.5074938003736854,0.4801368132985646,0.493815306836125
217110_s_at,0.49739670418421367,0.4901536480214307,0.4937751761028222
1570261_at,0.5187408802051289,0.4686413091017853,0.49369109465345706
244689_at,0.5168171237197018,0.46941565057773854,0.4931163871487202
231621_at,0.48909190185942064,0.4950020262732428,0.49204696406633175
214452_at,0.4736042712555666,0.510200429053733,0.4919023501546498
219112_at,0.48310451749893596,0.49950622310028014,0.4913053702996081
218503_at,0.5000600483865778,0.48063834185393717,0.4903491951202575
209160_at,0.49162633873201556,0.488628341368398,0.49012734005020675
1553539_at,0.5078556568875715,0.472098636746354,0.48997714681696275
211549_s_at,0.5159249260668304,0.46396196943593354,0.489943447751382
211447_s_at,0.5012825837611122,0.47787208061441244,0.48957733218776234
207463_x_at,0.47886818002561493,0.49955342584835305,0.489210802936984
1566672_at,0.4967789220384605,0.4789303545375683,0.48785463828801445
1557749_at,0.49180688321465,0.48354585369826436,0.4876763684564572
227231_at,0.4971218001621839,0.47661226062314893,0.48686703039266643
237507_at,0.5208191266384437,0.45253912080398867,0.48667912372121613
238734_at,0.512288352676882,0.460341805606583,0.4863150791417325
1553450_s_at,0.5110538848007683,0.4612146585375861,0.4861342716691772
1558888_x_at,0.486809870005148,0.4842674456815815,0.48553865784336475
215051_x_at,0.4902377240034821,0.4795532863230611,0.4848955051632716
222196_at,0.465596587808286,0.5041556300603194,0.48487610893430266
221944_at,0.5094504444615697,0.46001166754785494,0.48473105600471234
230578_at,0.5261346674892893,0.44301381473589696,0.4845742411125931
204671_s_at,0.49391155050924845,0.4747761863916262,0.4843438684504373
1570064_at,0.5159276513439072,0.45170075368834467,0.48381420251612595
224285_at,0.48574874759047765,0.48126153869616745,0.48350514314332255
239155_at,0.5082621886552006,0.4578880770155114,0.48307513283535597
213589_s_at,0.4926505825128931,0.473179762519945,0.482915172516419
224746_at,0.4920346208943889,0.4735913248078055,0.4828129728510972
212392_s_at,0.4845742980356014,0.4808887986888036,0.4827315483622025
217876_at,0.47161720195699547,0.4936561476722016,0.48263667481459854
1555346_at,0.5008388616173408,0.46297637901562955,0.48190762031648515
210044_s_at,0.4911187732720396,0.47256988073102574,0.4818443270015327
208798_x_at,0.47660172582672555,0.48679559096341074,0.48169865839506815
207039_at,0.4782935052405071,0.4847617032602625,0.4815276042503848
239699_s_at,0.48840855711632064,0.4739671952949341,0.48118787620562736
238507_at,0.4668206471515779,0.49485045861195687,0.4808355528817674
1565016_at,0.4730672451491154,0.48809928951808523,0.48058326733360035
220143_x_at,0.47850096497474126,0.4826604270493887,0.480580696012065
229653_at,0.5064098479742261,0.45358805672435804,0.479998952349292
231603_at,0.4832169477023905,0.47646871185631934,0.4798428297793549
240674_at,0.48521950013245996,0.4739149948603252,0.47956724749639257
212558_at,0.4798485114990004,0.47715982091089615,0.4785041662049483
1552742_at,0.5050141314380687,0.45197861720196825,0.47849637432001846
236217_at,0.4736717912249883,0.48300626454275736,0.47833902788387284
1557303_at,0.49985695801691304,0.4561003030347872,0.4779786305258501
205702_at,0.5029964030526884,0.45266791454934524,0.4778321588010168
218638_s_at,0.4946103589863358,0.46024923565790954,0.47742979732212265
1558447_at,0.47645615535750807,0.47656422027623185,0.47651018781686993
223687_s_at,0.44405779126152717,0.5078602217358337,0.4759590064986804
1552954_at,0.5006780578258836,0.45073194499386987,0.4757050014098767
222094_at,0.49379469492482375,0.4573919202128603,0.475593307568842
242680_at,0.46127220610208247,0.48864949908962674,0.47496085259585463
205966_at,0.4715904897766835,0.47785009537710516,0.4747202925768943
230781_at,0.4759687273784799,0.47240226039196337,0.47418549388522163
1563834_a_at,0.5084427960027886,0.4398590406837781,0.4741509183432834
242869_at,0.46351786361447245,0.4847349537527075,0.47412640868358996
242196_at,0.5059146152354731,0.44194840278454706,0.4739315090100101
201105_at,0.472253752292866,0.47421890603431305,0.4732363291635895
230212_at,0.45989917415528303,0.4858406531647423,0.47286991366001263
1566099_at,0.47820295589006184,0.4672373072652565,0.47272013157765913
217512_at,0.483235221461185,0.46207553151944597,0.4726553764903155
223627_at,0.49163827780269026,0.45340129085312786,0.4725197843279091
238622_at,0.48568261858601225,0.45924931949555575,0.472465969040784
212611_at,0.4919850050022372,0.45250991407732793,0.47224745953978253
223129_x_at,0.47053323022080096,0.4738190031257692,0.4721761166732851
1556410_a_at,0.4759874256686204,0.4677518769758642,0.4718696513222423
232450_at,0.46868017249270055,0.47499949259892993,0.47183983254581524
229253_at,0.47729752823056026,0.4650480988559779,0.4711728135432691
227816_at,0.4859995184575812,0.45605032654107697,0.4710249224993291
217200_x_at,0.4578479214280784,0.4838842600089701,0.47086609071852426
201150_s_at,0.5024211442639294,0.4385789135715499,0.4705000289177396
1562082_at,0.47211272546593047,0.4685858043559819,0.4703492649109562
229629_at,0.47531736005602426,0.4644253775520889,0.46987136880405656
220567_at,0.4820052139368271,0.45612000753616244,0.4690626107364948
238333_s_at,0.4781536948667847,0.45965622149697766,0.46890495818188116
234028_at,0.4838763234447193,0.4533849819290028,0.46863065268686105
1553537_at,0.4987933483335114,0.43777325084141006,0.46828329958746073
213684_s_at,0.47763427617476534,0.45877091832391365,0.4682025972493395
206293_at,0.47536159341985934,0.45999613349550644,0.4676788634576829
238460_at,0.4956956379191283,0.43863790545912135,0.4671667716891248
243247_at,0.4765131614937929,0.4572453055464094,0.4668792335201012
238745_at,0.49150725204602913,0.4417342349959293,0.4666207435209792
208501_at,0.48307719038791225,0.4500895760294678,0.46658338320869003
217263_x_at,0.47632658173817116,0.4552769480798505,0.4658017649090108
234009_at,0.4950437899887034,0.43598713337046446,0.4655154616795839
204689_at,0.4721102403200719,0.45823354842045083,0.4651718943702614
230526_at,0.48228005634366705,0.44802731636559445,0.4651536863546307
234514_at,0.4581436214100676,0.4719063822073136,0.4650250018086906
207455_at,0.47351301961292186,0.45646427234712844,0.46498864598002515
243765_at,0.4780330572311585,0.45168982928395307,0.4648614432575558
222746_s_at,0.4691438790949559,0.4604237859634067,0.4647838325291813
225613_at,0.4816778567110214,0.4472144531580999,0.46444615493456065
52837_at,0.48411490825020187,0.44431972873866654,0.4642173184944342
1563473_at,0.4700502394318517,0.4579651120716429,0.4640076757517473
213479_at,0.4694831254694143,0.4582239754977518,0.463853550483583
239006_at,0.4622608233186684,0.4650683436571689,0.46366458348791867
237296_at,0.4834781088775393,0.44384505251717304,0.4636615806973562
232835_at,0.4463775496459095,0.4806586254714479,0.4635180875586787
1558887_at,0.46022532056178383,0.4653432672060288,0.4627842938839063
1555088_x_at,0.5015037743877955,0.42342707960935067,0.46246542699857307
237622_at,0.47908124326250545,0.44503583423030524,0.46205853874640535
220197_at,0.4699754810476253,0.45349206349977206,0.4617337722736987
234213_at,0.4573145130125778,0.4660621186343163,0.46168831582344705
223600_s_at,0.4879193986392997,0.4351604124248109,0.46153990553205526
213055_at,0.4802913868061926,0.4422682970445861,0.46127984192538934
1553227_s_at,0.47722670422512364,0.44528033174142717,0.4612535179832754
237094_at,0.43423015215728644,0.48780966499596085,0.46101990857662367
225611_at,0.4994644554787746,0.4212517376368489,0.4603580965578118
213503_x_at,0.48363556170404415,0.436961902755798,0.46029873222992107
219513_s_at,0.4838458293972493,0.4354618693761964,0.4596538493867228
1555277_a_at,0.46132568033299637,0.45749464456577316,0.45941016244938476
241210_at,0.48587250817898864,0.4322703515370341,0.45907142985801136
230756_at,0.4716704739053658,0.44641899104255106,0.45904473247395844
238838_at,0.4733242021368953,0.4445047799040281,0.45891449102046167
1569345_at,0.44232781080573175,0.47539732491500547,0.4588625678603686
221010_s_at,0.45700899952858315,0.4605877643007352,0.45879838191465916
220349_s_at,0.44274003560140207,0.47438242904018796,0.45856123232079504
1554555_a_at,0.4869004579872589,0.429821250495631,0.45836085424144496
205330_at,0.4544624635852743,0.4618034869476075,0.4581329752664409
227789_at,0.44523108155612784,0.47035517348788164,0.45779312752200474
214984_at,0.4485258595448523,0.46700808543283207,0.4577669724888422
203453_at,0.47711038474279166,0.4383292276875108,0.45771980621515124
219549_s_at,0.4668761865232969,0.44844473234618437,0.45766045943474065
202608_s_at,0.441587893714777,0.47303556577050865,0.45731172974264284
217655_at,0.4479340692538143,0.46658240840285176,0.45725823882833305
202552_s_at,0.48508268343032457,0.4286154677581515,0.45684907559423804
207678_s_at,0.44693064813561645,0.4662849939068384,0.45660782102122743
1568934_at,0.4701852649932111,0.4417015350779903,0.45594340003560074
213894_at,0.47479286004002685,0.437047007256751,0.4559199336483889
209826_at,0.45957029198095434,0.45176411545539136,0.4556672037181728
222299_x_at,0.4466058826274856,0.46445257119230865,0.4555292269098971
230691_at,0.4428397471862681,0.4680979663740717,0.4554688567801699
230524_at,0.4407284491441881,0.46986401400442956,0.4552962315743088
225992_at,0.4589259053547054,0.45080065223150445,0.45486327879310495
210715_s_at,0.4588362545752589,0.45010215180051133,0.4544692031878851
212686_at,0.476881051059907,0.43111593346264987,0.4539984922612784
236278_at,0.4688421091417773,0.4391081617492964,0.45397513544553686
233087_at,0.4711239221554629,0.43651569521774347,0.4538198086866032
244881_at,0.4760241654384277,0.43146876033406156,0.45374646288624465
1557189_at,0.47170089048597724,0.4354124602532273,0.45355667536960226
237801_at,0.4440105630848119,0.46279678715512573,0.4534036751199688
244822_at,0.45871454366578174,0.44782932793687197,0.45327193580132685
1566040_at,0.4650344437349366,0.44128898500317176,0.45316171436905417
1563109_at,0.47144305102581924,0.4347172162403846,0.45308013363310196
1569201_a_at,0.4397036806356279,0.4658125137259672,0.45275809718079757
236889_at,0.45711969199807595,0.44785845537428376,0.45248907368617985
1559839_at,0.44090983870572925,0.46390619369542396,0.4524080162005766
231175_at,0.4371169562546672,0.4671706961942763,0.45214382622447175
214958_s_at,0.4545463128864789,0.44973955594197906,0.452142934414229
230074_s_at,0.4621349967182636,0.44214808201365446,0.452141539365959
220539_at,0.4407338223489276,0.46319502115698813,0.45196442175295787
209732_at,0.4480881931047859,0.4540613729562877,0.45107478303053683
213301_x_at,0.45034324979804924,0.45141697656368923,0.45088011318086924
216992_s_at,0.47367594418694464,0.42789385654585016,0.4507849003663974
1558782_a_at,0.44979308300974963,0.4503782760616605,0.45008567953570505
202554_s_at,0.45471683922587114,0.44473180459908146,0.4497243219124763
1564232_at,0.43273954821551447,0.4666268777728806,0.44968321299419756
233072_at,0.45282682610920744,0.44633220729243456,0.44957951670082097
1555314_at,0.46418750085334437,0.4344653284235222,0.44932641463843326
208789_at,0.47057717623954254,0.42806720463874504,0.4493221904391438
202967_at,0.48996322175726686,0.40827886388968304,0.449121042823475
221511_x_at,0.4565211172711319,0.44149835135520127,0.4490097343131666
239062_at,0.4645104643562265,0.43311816831101985,0.4488143163336232
1570205_at,0.436038390765759,0.4610995331667627,0.44856896196626084
240183_at,0.4538698125917154,0.4428803000977179,0.44837505634471664
205402_x_at,0.43384180426325736,0.4623073517300999,0.4480745779966786
220377_at,0.4520749686473443,0.44365534430426157,0.44786515647580294
237968_at,0.4610862829997501,0.4345384241845544,0.4478123535921522
243958_at,0.4628838874133333,0.43266090494257475,0.44777239617795406
1568874_at,0.44660434610485733,0.448804086340931,0.44770421622289414
229748_x_at,0.44685835536763663,0.4477125805945529,0.44728546798109475
242699_at,0.465999995530005,0.4285324617299922,0.4472662286299986
210427_x_at,0.47305743630671904,0.4210412604761414,0.4470493483914302
1554068_s_at,0.4701048448487146,0.4239669078327421,0.4470358763407284
232827_at,0.45092560628718326,0.4430200736743831,0.4469728399807832
242926_at,0.44887045005787884,0.44490246767252445,0.4468864588652016
223421_at,0.4766017793387594,0.4170421199435276,0.4468219496411435
231173_at,0.4126352185848614,0.47990427404499325,0.44626974631492733
1555841_at,0.4486860993469299,0.44272077730184634,0.4457034383243881
1552592_at,0.4337326641810865,0.457662068767862,0.4456973664744742
205212_s_at,0.4754111576336177,0.4150659275696909,0.4452385426016543
1553625_at,0.4401698521450662,0.44958784103355165,0.44487884658930893
222281_s_at,0.4526190276317227,0.4369295740069177,0.4447743008193202
227909_at,0.4407776620290214,0.4485623425262379,0.44467000227762965
228913_at,0.435715467779376,0.45326211419812806,0.44448879098875205
230932_at,0.48883725401369726,0.3993407829802487,0.444089018496973
208816_x_at,0.4647279778354137,0.42249131229052106,0.4436096450629674
203693_s_at,0.45018521051708554,0.4365295154434987,0.44335736298029216
209522_s_at,0.4521142545079529,0.43295280008338716,0.44253352729567
40016_g_at,0.4758072482951627,0.408603306283876,0.4422052772895193
240579_at,0.46865910525091026,0.4157302942211508,0.44219469973603054
244696_at,0.45495488417349916,0.4281490490477716,0.4415519666106354
1559732_at,0.4647512857384057,0.41835183690579986,0.44155156132210277
204015_s_at,0.4335947751783008,0.4490754921964788,0.4413351336873898
225783_at,0.4271597860715026,0.4552611087076946,0.4412104473895986
1568983_a_at,0.4317300604530203,0.4505892239204737,0.44115964218674697
228249_at,0.4491883135761863,0.431910267871689,0.44054929072393767
225787_at,0.43312501042769674,0.4478708508200628,0.44049793062387976
223130_s_at,0.4403187397013781,0.44046681253463554,0.4403927761180068
213923_at,0.4411728564797378,0.4395273446521483,0.44035010056594304
1570251_at,0.4365817425511924,0.4440986462882888,0.4403401944197406
227986_at,0.45286541133194447,0.42709990155192584,0.4399826564419351
203476_at,0.4394936690466508,0.4403635015480509,0.43992858529735085
229744_at,0.44282289290858545,0.4362607637369928,0.4395418283227891
217678_at,0.444394010710176,0.4346288552723895,0.4395114329912827
201548_s_at,0.4528081471750234,0.42615985565181863,0.43948400141342103
214860_at,0.44841893887008866,0.4304453340968968,0.4394321364834927
243619_at,0.4628956093252754,0.41572927668160126,0.4393124430034383
1561306_s_at,0.43967863396785145,0.4387014942880643,0.4391900641279579
237891_at,0.44394317804938277,0.4344325705861091,0.439187874317746
235763_at,0.4546163233659192,0.42334333779896427,0.4389798305824417
1553729_s_at,0.4579557928541981,0.4196030466995275,0.4387794197768628
228914_at,0.442506899999102,0.43480706133757524,0.4386569806683386
207629_s_at,0.4337743580380313,0.443495422709525,0.4386348903737782
216286_at,0.4324546695220431,0.44477358766217123,0.43861412859210713
209910_at,0.417569584126514,0.4594788468006238,0.4385242154635689
243461_at,0.43741480443705244,0.43918146279991416,0.4382981336184833
1565730_at,0.4269617748131989,0.4491326996819036,0.43804723724755124
1554725_at,0.44050941841651864,0.43532922377516076,0.4379193210958397
1561863_a_at,0.44416676210169403,0.4312647287633404,0.43771574543251723
244587_at,0.43799748171137787,0.4374245203081283,0.4377110010097531
213095_x_at,0.43737621118404685,0.43785933661479504,0.4376177738994209
201590_x_at,0.46367493132333537,0.41092358322785066,0.43729925727559305
1570146_at,0.4451329193365409,0.429068004518354,0.43710046192744745
1566469_at,0.45611917234200394,0.4174603422203691,0.4367897572811865
239762_at,0.42682925889863244,0.4459670167582545,0.4363981378284435
223546_x_at,0.430005666984123,0.4422651619633992,0.43613541447376114
244066_at,0.44985217900460456,0.42237867612192787,0.4361154275632662
208992_s_at,0.44136954668049405,0.43029259652314633,0.4358310716018202
243250_at,0.4524438214213629,0.41832941355644365,0.4353866174889033
228579_at,0.4730671947591751,0.3974183514263643,0.4352427730927697
209676_at,0.4484492978962725,0.4218415107327029,0.43514540431448767
229302_at,0.4493730023606581,0.42084819954868474,0.4351106009546714
237984_x_at,0.44190635662831884,0.4281636396798101,0.43503499815406443
241744_x_at,0.426676796631032,0.4432735792561908,0.4349751879436114
244599_at,0.4390993627377558,0.4297182693730786,0.4344088160554172
209644_x_at,0.4343862970627152,0.4336959953040069,0.43404114618336104
