,59_SVM,59_LR,MEAN,MEDIAN
207114_at,-0.6425250826251586,-0.7782735717790525,-0.7103993272021056,-0.7103993272021056
216474_x_at,-0.643563141380423,-0.777058144207856,-0.7103106427941395,-0.7103106427941395
222061_at,-0.7164789017088364,-0.6970430041789504,-0.7067609529438934,-0.7067609529438934
213428_s_at,-0.6156101131186799,-0.79414116972145,-0.704875641420065,-0.704875641420065
210205_at,-0.5622564152737083,-0.8472009692235655,-0.7047286922486369,-0.7047286922486369
217087_at,-0.6623720231457704,-0.7460614447397351,-0.7042167339427527,-0.7042167339427527
208260_at,-0.6821871815923412,-0.7252081526474415,-0.7036976671198913,-0.7036976671198913
208093_s_at,-0.6492302129579203,-0.7566510879058528,-0.7029406504318865,-0.7029406504318865
207861_at,-0.6675959281379197,-0.736358883950036,-0.7019774060439778,-0.7019774060439778
212346_s_at,-0.5769171500452043,-0.8267209695302293,-0.7018190597877167,-0.7018190597877167
205109_s_at,-0.6056224455210703,-0.7979808296641452,-0.7018016375926077,-0.7018016375926077
211748_x_at,-0.6140738333278258,-0.789416948023976,-0.7017453906759009,-0.7017453906759009
206642_at,-0.6287469505907147,-0.7718496269325476,-0.7002982887616311,-0.7002982887616311
204503_at,-0.6023332817412617,-0.795735622727264,-0.6990344522342629,-0.6990344522342629
207381_at,-0.637376226152572,-0.7551094316987043,-0.6962428289256382,-0.6962428289256382
202575_at,-0.6029218705998453,-0.785076206649159,-0.6939990386245021,-0.6939990386245021
208633_s_at,-0.6380171039936782,-0.7492678692589116,-0.6936424866262949,-0.6936424866262949
219764_at,-0.6278959862195895,-0.7559042188441123,-0.691900102531851,-0.691900102531851
214663_at,-0.6266609626329563,-0.7563930141982446,-0.6915269884156005,-0.6915269884156005
213910_at,-0.6587871187181527,-0.7236563186844022,-0.6912217187012775,-0.6912217187012775
201594_s_at,-0.646696418773671,-0.7262882426521858,-0.6864923307129285,-0.6864923307129285
200872_at,-0.5506128667819751,-0.8193597251217992,-0.6849862959518871,-0.6849862959518871
204277_s_at,-0.5625359916072185,-0.805302308389988,-0.6839191499986033,-0.6839191499986033
222242_s_at,-0.6159984577355968,-0.7444317277747341,-0.6802150927551655,-0.6802150927551655
206050_s_at,-0.5617702453616433,-0.7982883827656156,-0.6800293140636295,-0.6800293140636295
209945_s_at,-0.5997092150620273,-0.7597959899798701,-0.6797526025209487,-0.6797526025209487
202840_at,-0.615911853661921,-0.7432596838295689,-0.679585768745745,-0.679585768745745
220902_at,-0.6460267178804013,-0.7115696248361871,-0.6787981713582942,-0.6787981713582942
217521_at,-0.6180968911688302,-0.7372013977422084,-0.6776491444555193,-0.6776491444555193
212848_s_at,-0.5463912210390275,-0.8086427460639053,-0.6775169835514664,-0.6775169835514664
217583_at,-0.6081312992398753,-0.746140319682885,-0.6771358094613802,-0.6771358094613802
209074_s_at,-0.5783154527811809,-0.7759055205663474,-0.6771104866737642,-0.6771104866737642
221666_s_at,-0.5760853593060615,-0.7737001595319075,-0.6748927594189845,-0.6748927594189845
211215_x_at,-0.5769161344887058,-0.7698333603831664,-0.6733747474359362,-0.6733747474359362
212242_at,-0.5913756796541272,-0.754265493666004,-0.6728205866600656,-0.6728205866600656
204952_at,-0.5862131728843938,-0.7579771519575482,-0.672095162420971,-0.672095162420971
222383_s_at,-0.5954458323394524,-0.7483365328016519,-0.6718911825705521,-0.6718911825705521
213035_at,-0.6426629481801001,-0.6990381848640809,-0.6708505665220905,-0.6708505665220905
219756_s_at,-0.6024936117496427,-0.7379775950243519,-0.6702356033869973,-0.6702356033869973
33148_at,-0.5951852921107235,-0.7448319522393516,-0.6700086221750375,-0.6700086221750375
39248_at,-0.5639110441959988,-0.776011815590064,-0.6699614298930314,-0.6699614298930314
215339_at,-0.6099121890691117,-0.7247498943429824,-0.6673310417060471,-0.6673310417060471
218531_at,-0.5566030741542808,-0.777958637388386,-0.6672808557713334,-0.6672808557713334
211663_x_at,-0.5800717769855461,-0.7543046708145099,-0.667188223900028,-0.667188223900028
222042_x_at,-0.5615124133499073,-0.7724261170924356,-0.6669692652211714,-0.6669692652211714
208466_at,-0.6406745154775659,-0.6923249243197211,-0.6664997198986435,-0.6664997198986435
203797_at,-0.5989306667123366,-0.7339714531799433,-0.66645105994614,-0.66645105994614
91826_at,-0.5854670430463718,-0.7460870189250829,-0.6657770309857274,-0.6657770309857274
212567_s_at,-0.6097742661670869,-0.7197172524747616,-0.6647457593209243,-0.6647457593209243
211877_s_at,-0.6553528952214849,-0.6709194125917108,-0.6631361539065979,-0.6631361539065979
217966_s_at,-0.61321698428604,-0.7110896209120564,-0.6621533025990483,-0.6621533025990483
221841_s_at,-0.57759125009969,-0.74593575750669,-0.6617635038031899,-0.6617635038031899
209191_at,-0.6061580086252732,-0.7142252608673832,-0.6601916347463282,-0.6601916347463282
221650_s_at,-0.577482070453426,-0.742656598144171,-0.6600693342987984,-0.6600693342987984
212014_x_at,-0.5941138756379477,-0.7225039340323927,-0.6583089048351702,-0.6583089048351702
214549_x_at,-0.5833393869660982,-0.7327997496542198,-0.658069568310159,-0.658069568310159
216839_at,-0.648372247343992,-0.667550558575807,-0.6579614029598995,-0.6579614029598995
205900_at,-0.5740051387962751,-0.7397593811897271,-0.6568822599930011,-0.6568822599930011
218002_s_at,-0.5509595533305737,-0.7601146153903865,-0.6555370843604801,-0.6555370843604801
202844_s_at,-0.5702634791495539,-0.7387773963970177,-0.6545204377732858,-0.6545204377732858
218548_x_at,-0.5673194386965184,-0.7412192141654866,-0.6542693264310024,-0.6542693264310024
206747_at,-0.6025736305977578,-0.7033614580384389,-0.6529675443180983,-0.6529675443180983
207023_x_at,-0.5825085108075128,-0.723098610227809,-0.6528035605176609,-0.6528035605176609
216756_at,-0.6307647413336308,-0.67469360545774,-0.6527291733956855,-0.6527291733956855
201015_s_at,-0.5673533745943634,-0.7361538114029487,-0.651753592998656,-0.651753592998656
220066_at,-0.579660012775126,-0.7224803672005539,-0.6510701899878399,-0.6510701899878399
201214_s_at,-0.5414428951049225,-0.7597546797161022,-0.6505987874105124,-0.6505987874105124
209576_at,-0.5921391049996629,-0.7057756979840931,-0.648957401491878,-0.648957401491878
205490_x_at,-0.5390781055441235,-0.7583111785248313,-0.6486946420344775,-0.6486946420344775
31846_at,-0.5551003952097323,-0.7417687689797439,-0.6484345820947381,-0.6484345820947381
209260_at,-0.5640960028560447,-0.7313109723636183,-0.6477034876098315,-0.6477034876098315
218186_at,-0.5640769642275291,-0.7293509008004286,-0.6467139325139788,-0.6467139325139788
203287_at,-0.5699208623809531,-0.7220752297094021,-0.6459980460451775,-0.6459980460451775
203886_s_at,-0.5485374629172218,-0.7408475885748421,-0.644692525746032,-0.644692525746032
219090_at,-0.6027681316609513,-0.6844038544478653,-0.6435859930544083,-0.6435859930544083
208190_s_at,-0.575295190135555,-0.7107737096351002,-0.6430344498853275,-0.6430344498853275
218963_s_at,-0.58323685879735,-0.6998302762884495,-0.6415335675428997,-0.6415335675428997
204141_at,-0.5606530328608111,-0.7215752577264354,-0.6411141452936233,-0.6411141452936233
211002_s_at,-0.5421549538247231,-0.7398134303258576,-0.6409841920752903,-0.6409841920752903
220723_s_at,-0.5720679139260819,-0.7089981291349705,-0.6405330215305263,-0.6405330215305263
203000_at,-0.5530327557930469,-0.7275135268413392,-0.640273141317193,-0.640273141317193
209167_at,-0.5487611920968692,-0.731500489015472,-0.6401308405561706,-0.6401308405561706
218116_at,-0.5834828439929601,-0.69476930678524,-0.6391260753891,-0.6391260753891
210020_x_at,-0.5570011912519726,-0.7207975028945038,-0.6388993470732383,-0.6388993470732383
213556_at,-0.6037308238209773,-0.6735651980223055,-0.6386480109216415,-0.6386480109216415
212706_at,-0.6060949143135939,-0.6690006739164194,-0.6375477941150066,-0.6375477941150066
205211_s_at,-0.5375641126058432,-0.7362277032079139,-0.6368959079068786,-0.6368959079068786
205807_s_at,-0.5654284561043981,-0.7081502797146482,-0.6367893679095231,-0.6367893679095231
221655_x_at,-0.568466501940824,-0.7047510556559164,-0.6366087787983703,-0.6366087787983703
213519_s_at,-0.5703432805778501,-0.7022177965300106,-0.6362805385539303,-0.6362805385539303
219092_s_at,-0.5727209070148991,-0.6998304443213341,-0.6362756756681166,-0.6362756756681166
201005_at,-0.5538904131720108,-0.7161039596426314,-0.6349971864073212,-0.6349971864073212
205759_s_at,-0.5449198406302467,-0.7245808971083795,-0.634750368869313,-0.634750368869313
201141_at,-0.5281890799523006,-0.7409860477673873,-0.6345875638598439,-0.6345875638598439
202450_s_at,-0.5818578969497028,-0.6867707617531389,-0.6343143293514208,-0.6343143293514208
219995_s_at,-0.5627348494004097,-0.7044829107937125,-0.6336088800970612,-0.6336088800970612
211348_s_at,-0.5741481221313123,-0.6898378755619762,-0.6319929988466442,-0.6319929988466442
219093_at,-0.5443087586799354,-0.7171322271320681,-0.6307204929060017,-0.6307204929060017
204341_at,-0.5735673882762076,-0.684698957414806,-0.6291331728455067,-0.6291331728455067
212983_at,-0.531343792719177,-0.7263769426764051,-0.6288603676977911,-0.6288603676977911
219410_at,-0.5603543064829775,-0.6967774683312224,-0.6285658874071,-0.6285658874071
204508_s_at,-0.5195625393708105,-0.7367415328147198,-0.6281520360927652,-0.6281520360927652
220266_s_at,-0.5544243272465238,-0.7014793176297515,-0.6279518224381376,-0.6279518224381376
218120_s_at,-0.544174643000664,-0.7114879455243314,-0.6278312942624977,-0.6278312942624977
205964_at,-0.5697279836721323,-0.6805306654628808,-0.6251293245675065,-0.6251293245675065
205470_s_at,-0.5333776003976716,-0.7155192382891628,-0.6244484193434172,-0.6244484193434172
211986_at,-0.4929268691656847,-0.7558673238311299,-0.6243970964984072,-0.6243970964984072
220724_at,-0.5444401893301244,-0.699553503538487,-0.6219968464343058,-0.6219968464343058
211657_at,-0.554584406724168,-0.6892751142529233,-0.6219297604885456,-0.6219297604885456
203413_at,-0.5922992049294747,-0.6499341208771261,-0.6211166629033005,-0.6211166629033005
221028_s_at,-0.5571930350653225,-0.6847386514987119,-0.6209658432820172,-0.6209658432820172
219946_x_at,-0.5946929369998516,-0.6466471803244662,-0.620670058662159,-0.620670058662159
205863_at,-0.5738680080971131,-0.6653820265954224,-0.6196250173462678,-0.6196250173462678
218502_s_at,-0.5269791659059949,-0.7118668044241732,-0.6194229851650841,-0.6194229851650841
213854_at,-0.5562434566397578,-0.6811630473789965,-0.6187032520093771,-0.6187032520093771
203305_at,-0.5677378123350293,-0.6682651117141211,-0.6180014620245752,-0.6180014620245752
219267_at,-0.53727810424021,-0.6984184374090407,-0.6178482708246253,-0.6178482708246253
204730_at,-0.5649920054351186,-0.67054582305708,-0.6177689142460994,-0.6177689142460994
201191_at,-0.5374418685017134,-0.6964817442760022,-0.6169618063888578,-0.6169618063888578
218484_at,-0.5433686801979987,-0.686336767364349,-0.6148527237811738,-0.6148527237811738
203729_at,-0.5100518585724869,-0.7189241172793279,-0.6144879879259074,-0.6144879879259074
201893_x_at,-0.5531029037971066,-0.6749860930889414,-0.614044498443024,-0.614044498443024
219163_at,-0.6042045478006243,-0.6209553394849738,-0.612579943642799,-0.612579943642799
38691_s_at,-0.5670491886706066,-0.6523542044640002,-0.6097016965673034,-0.6097016965673034
202416_at,-0.5726803352277239,-0.6466352753204061,-0.609657805274065,-0.609657805274065
216641_s_at,-0.5265837340927588,-0.6877001397284338,-0.6071419369105964,-0.6071419369105964
213182_x_at,-0.5371116358422061,-0.675969566218429,-0.6065406010303176,-0.6065406010303176
222264_at,-0.5497500406609254,-0.660496559747919,-0.6051233002044222,-0.6051233002044222
205489_at,-0.5208301791083891,-0.6889389963974597,-0.6048845877529244,-0.6048845877529244
214164_x_at,-0.4927198855043422,-0.7167151898731117,-0.6047175376887269,-0.6047175376887269
218690_at,-0.5256082107777732,-0.6838111137717025,-0.6047096622747379,-0.6047096622747379
220793_at,-0.58673001019838,-0.6222835146755842,-0.6045067624369821,-0.6045067624369821
201645_at,-0.5889323085715421,-0.6197591736249655,-0.6043457410982538,-0.6043457410982538
214025_at,-0.6027027897515354,-0.605414040755273,-0.6040584152534042,-0.6040584152534042
207213_s_at,-0.5432654206508363,-0.6641479787798276,-0.603706699715332,-0.603706699715332
218910_at,-0.47848382366812225,-0.7237179769336922,-0.6011009003009072,-0.6011009003009072
211979_at,-0.5375189483322258,-0.6627012627343625,-0.6001101055332941,-0.6001101055332941
222060_at,-0.5301222534176345,-0.6678664363611634,-0.598994344889399,-0.598994344889399
215867_x_at,-0.48783793598387887,-0.7060485106848579,-0.5969432233343683,-0.5969432233343683
213135_at,-0.5635891486648626,-0.6296612367885457,-0.5966251927267041,-0.5966251927267041
1598_g_at,-0.4989418608702148,-0.6917640513558044,-0.5953529561130096,-0.5953529561130096
217210_at,-0.6138703979869167,-0.5765141953192267,-0.5951922966530716,-0.5951922966530716
203963_at,-0.4879534772591346,-0.7023915342224949,-0.5951725057408148,-0.5951725057408148
202570_s_at,-0.5302700549971133,-0.6596369036255213,-0.5949534793113174,-0.5949534793113174
214077_x_at,-0.5732873714551521,-0.6162184170334162,-0.5947528942442841,-0.5947528942442841
209569_x_at,-0.5114321226106404,-0.6760966392204514,-0.593764380915546,-0.593764380915546
205402_x_at,-0.5364110270525304,-0.6505218669121358,-0.5934664469823331,-0.5934664469823331
205337_at,-0.5252175023133268,-0.6607562387368865,-0.5929868705251067,-0.5929868705251067
215202_at,-0.5559642491339281,-0.629901779853667,-0.5929330144937975,-0.5929330144937975
206276_at,-0.5149017047830512,-0.6686979055752394,-0.5917998051791453,-0.5917998051791453
216258_s_at,-0.5525542418650418,-0.6303402004924038,-0.5914472211787227,-0.5914472211787227
210801_at,-0.605918473638245,-0.5765954032692667,-0.5912569384537558,-0.5912569384537558
200907_s_at,-0.5287850017851127,-0.6525917387551406,-0.5906883702701267,-0.5906883702701267
205451_at,-0.48029284321919324,-0.700428528258606,-0.5903606857388997,-0.5903606857388997
214599_at,-0.5415570795242818,-0.6391286163233365,-0.5903428479238091,-0.5903428479238091
202286_s_at,-0.5035351571497014,-0.6769164092894405,-0.590225783219571,-0.590225783219571
214661_s_at,-0.4920755731371231,-0.6864708940297248,-0.589273233583424,-0.589273233583424
204726_at,-0.504041162892314,-0.6738147094420547,-0.5889279361671844,-0.5889279361671844
219790_s_at,-0.615840650157755,-0.5616834948302881,-0.5887620724940216,-0.5887620724940216
216918_s_at,-0.5082701227785251,-0.668739754046585,-0.5885049384125551,-0.5885049384125551
218413_s_at,-0.5848984693890612,-0.5917042721441516,-0.5883013707666064,-0.5883013707666064
206409_at,-0.5586675837985866,-0.6173557187483693,-0.5880116512734779,-0.5880116512734779
205125_at,-0.5232762588185378,-0.6518437057368057,-0.5875599822776718,-0.5875599822776718
203713_s_at,-0.5096806130185184,-0.6645364105643243,-0.5871085117914214,-0.5871085117914214
221950_at,-0.529767352241421,-0.6442501200977656,-0.5870087361695933,-0.5870087361695933
220151_at,-0.5251949294026954,-0.6478799878017774,-0.5865374586022364,-0.5865374586022364
220318_at,-0.513579146729965,-0.6587083983714662,-0.5861437725507156,-0.5861437725507156
205624_at,-0.5684807172963489,-0.6035311611842458,-0.5860059392402973,-0.5860059392402973
216647_at,-0.47075110450395835,-0.7008815171471604,-0.5858163108255594,-0.5858163108255594
205424_at,-0.5039993577899063,-0.6672192979167691,-0.5856093278533377,-0.5856093278533377
201059_at,-0.49476792405524933,-0.6760559219392082,-0.5854119229972288,-0.5854119229972288
207890_s_at,-0.499610377318069,-0.6696795795496654,-0.5846449784338672,-0.5846449784338672
206023_at,-0.5147850783937175,-0.6533452627398686,-0.584065170566793,-0.584065170566793
206936_x_at,-0.5505516770926809,-0.6174234069895334,-0.5839875420411071,-0.5839875420411071
205155_s_at,-0.49099934557717406,-0.6733997616455338,-0.582199553611354,-0.582199553611354
203913_s_at,-0.5494586172494736,-0.6140411919087516,-0.5817499045791126,-0.5817499045791126
202917_s_at,-0.49461434356778894,-0.6681801124762226,-0.5813972280220058,-0.5813972280220058
209800_at,-0.5333469237766344,-0.6277405067048076,-0.580543715240721,-0.580543715240721
221462_x_at,-0.5491719163874891,-0.6099852574468295,-0.5795785869171592,-0.5795785869171592
218677_at,-0.4882765015486179,-0.6699030170338706,-0.5790897592912443,-0.5790897592912443
204718_at,-0.5009399863074467,-0.6560952151942329,-0.5785176007508398,-0.5785176007508398
203973_s_at,-0.5045390764735154,-0.6489531932384103,-0.5767461348559628,-0.5767461348559628
209203_s_at,-0.512015094508865,-0.6405120916788226,-0.5762635930938438,-0.5762635930938438
204268_at,-0.47381038060814135,-0.6785996864405669,-0.5762050335243541,-0.5762050335243541
201265_at,-0.5774355899088308,-0.57473041787991,-0.5760830038943704,-0.5760830038943704
205731_s_at,-0.5579158429149279,-0.5931552933384052,-0.5755355681266665,-0.5755355681266665
218644_at,-0.4494734778931153,-0.7010805771624968,-0.5752770275278061,-0.5752770275278061
213100_at,-0.5411890000488556,-0.6088951822615429,-0.5750420911551992,-0.5750420911551992
205619_s_at,-0.5054240636852313,-0.6437851359231757,-0.5746045998042035,-0.5746045998042035
205157_s_at,-0.5157332516607349,-0.6317318338192037,-0.5737325427399693,-0.5737325427399693
220101_x_at,-0.5666881604618282,-0.5794012187478782,-0.5730446896048532,-0.5730446896048532
213284_at,-0.5625327752069598,-0.5824592079104863,-0.5724959915587231,-0.5724959915587231
220964_s_at,-0.5098067100306541,-0.6350463229041112,-0.5724265164673827,-0.5724265164673827
211734_s_at,-0.5062042429202172,-0.6376900580464826,-0.5719471504833499,-0.5719471504833499
213500_at,-0.5598568684920983,-0.5815468804647705,-0.5707018744784345,-0.5707018744784345
210136_at,-0.47088819066433985,-0.6692922894918221,-0.570090240078081,-0.570090240078081
218541_s_at,-0.5442906805190931,-0.5927500729118421,-0.5685203767154676,-0.5685203767154676
204842_x_at,-0.49797286614137976,-0.6362027441179835,-0.5670878051296816,-0.5670878051296816
220465_at,-0.5157079702023977,-0.618198984561519,-0.5669534773819583,-0.5669534773819583
213616_at,-0.4736864675552089,-0.6589263908752098,-0.5663064292152094,-0.5663064292152094
220635_at,-0.533310254942802,-0.5983022717733494,-0.5658062633580757,-0.5658062633580757
212019_at,-0.5152706234323017,-0.6158680533186219,-0.5655693383754619,-0.5655693383754619
213727_x_at,-0.49522321232025796,-0.6351708875578422,-0.5651970499390501,-0.5651970499390501
205185_at,-0.4774680397636143,-0.6508880240089712,-0.5641780318862928,-0.5641780318862928
212463_at,-0.4942958237120705,-0.6340136295335732,-0.5641547266228218,-0.5641547266228218
212831_at,-0.47834219158596464,-0.6488342466901041,-0.5635882191380344,-0.5635882191380344
203914_x_at,-0.5341876506004432,-0.5921038437002101,-0.5631457471503266,-0.5631457471503266
206166_s_at,-0.49631181673211405,-0.6297453503787237,-0.5630285835554188,-0.5630285835554188
212089_at,-0.42762278984870544,-0.6978487419716419,-0.5627357659101737,-0.5627357659101737
215676_at,-0.5349262235124534,-0.5900175155370512,-0.5624718695247524,-0.5624718695247524
222265_at,-0.5102365047745774,-0.6141861679049299,-0.5622113363397536,-0.5622113363397536
219476_at,-0.4926668134441898,-0.6308168842336137,-0.5617418488389018,-0.5617418488389018
210499_s_at,-0.4581134861585053,-0.6650789797515727,-0.561596232955039,-0.561596232955039
207201_s_at,-0.4697766489018314,-0.6493165887523938,-0.5595466188271127,-0.5595466188271127
208345_s_at,-0.48121047723193716,-0.6375615960081621,-0.5593860366200496,-0.5593860366200496
213542_at,-0.5198528471620047,-0.5986971124105279,-0.5592749797862664,-0.5592749797862664
203842_s_at,-0.5042858476090536,-0.6134828686720076,-0.5588843581405306,-0.5588843581405306
203001_s_at,-0.464450767127199,-0.6526891120709912,-0.5585699395990951,-0.5585699395990951
206400_at,-0.4832139235015299,-0.6332153107784901,-0.55821461714001,-0.55821461714001
