,9_SVM,9_LR,MEAN,MEDIAN
201721_s_at,-0.3939728537689687,-0.34273835862899577,-0.3683556061989822,-0.3683556061989822
201721_s_at,-0.3939728537689687,-0.34273835862899577,-0.3683556061989822,-0.3683556061989822
239886_at,-0.4034687200359032,-0.3254701435139533,-0.3644694317749283,-0.3644694317749283
239886_at,-0.4034687200359032,-0.3254701435139533,-0.3644694317749283,-0.3644694317749283
221677_s_at,-0.3878084756257817,-0.33425394318453405,-0.36103120940515787,-0.36103120940515787
221677_s_at,-0.3878084756257817,-0.33425394318453405,-0.36103120940515787,-0.36103120940515787
211931_s_at,-0.36827175437475207,-0.3506278571089273,-0.3594498057418397,-0.3594498057418397
211931_s_at,-0.36827175437475207,-0.3506278571089273,-0.3594498057418397,-0.3594498057418397
221933_at,-0.31673514699876126,-0.395675414826971,-0.35620528091286613,-0.35620528091286613
221933_at,-0.31673514699876126,-0.395675414826971,-0.35620528091286613,-0.35620528091286613
237403_at,-0.38127083744287044,-0.28587934107786944,-0.33357508926036994,-0.33357508926036994
237403_at,-0.38127083744287044,-0.28587934107786944,-0.33357508926036994,-0.33357508926036994
215195_at,-0.3344180645340871,-0.32593522752674653,-0.33017664603041685,-0.33017664603041685
215195_at,-0.3344180645340871,-0.32593522752674653,-0.33017664603041685,-0.33017664603041685
225128_at,-0.32507073890302346,-0.30351977732673113,-0.3142952581148773,-0.3142952581148773
225128_at,-0.32507073890302346,-0.30351977732673113,-0.3142952581148773,-0.3142952581148773
236260_at,-0.29943224884952563,-0.32591143302926256,-0.3126718409393941,-0.3126718409393941
236260_at,-0.29943224884952563,-0.32591143302926256,-0.3126718409393941,-0.3126718409393941
206310_at,-0.3400957676270055,-0.26558998344192575,-0.30284287553446565,-0.30284287553446565
206310_at,-0.3400957676270055,-0.26558998344192575,-0.30284287553446565,-0.30284287553446565
229380_at,-0.25652165123588566,-0.31807061015516513,-0.2872961306955254,-0.2872961306955254
229380_at,-0.25652165123588566,-0.31807061015516513,-0.2872961306955254,-0.2872961306955254
202270_at,-0.22148848378670583,-0.31732265024672696,-0.26940556701671636,-0.26940556701671636
202270_at,-0.22148848378670583,-0.31732265024672696,-0.26940556701671636,-0.26940556701671636
1559759_at,-0.284416791642306,-0.25323631177853584,-0.2688265517104209,-0.2688265517104209
1559759_at,-0.284416791642306,-0.25323631177853584,-0.2688265517104209,-0.2688265517104209
213093_at,-0.24544272110351675,-0.25356965623788374,-0.24950618867070024,-0.24950618867070024
213093_at,-0.24544272110351675,-0.25356965623788374,-0.24950618867070024,-0.24950618867070024
202484_s_at,-0.22118442535831515,-0.2712802709400664,-0.24623234814919076,-0.24623234814919076
202484_s_at,-0.22118442535831515,-0.2712802709400664,-0.24623234814919076,-0.24623234814919076
221087_s_at,-0.24227843963215942,-0.24834204498921567,-0.24531024231068754,-0.24531024231068754
221087_s_at,-0.24227843963215942,-0.24834204498921567,-0.24531024231068754,-0.24531024231068754
205639_at,-0.2758768692891028,-0.1818018150771435,-0.22883934218312316,-0.22883934218312316
205639_at,-0.2758768692891028,-0.1818018150771435,-0.22883934218312316,-0.22883934218312316
204768_s_at,-0.23214599978603875,-0.21289178854348553,-0.22251889416476214,-0.22251889416476214
204768_s_at,-0.23214599978603875,-0.21289178854348553,-0.22251889416476214,-0.22251889416476214
215117_at,-0.23138428625744714,-0.1914753783671656,-0.2114298323123064,-0.2114298323123064
215117_at,-0.23138428625744714,-0.1914753783671656,-0.2114298323123064,-0.2114298323123064
201499_s_at,-0.20955106122823167,-0.2107445450109447,-0.2101478031195882,-0.2101478031195882
201499_s_at,-0.20955106122823167,-0.2107445450109447,-0.2101478031195882,-0.2101478031195882
238622_at,-0.23527626630306261,-0.1778874954505636,-0.20658188087681312,-0.20658188087681312
238622_at,-0.23527626630306261,-0.1778874954505636,-0.20658188087681312,-0.20658188087681312
