,59_SVM,59_LR,MEAN,MEDIAN
210524_x_at,-0.3977992924190955,-0.41250659128211753,-0.4051529418506065,-0.4051529418506065
208635_x_at,-0.23027210430261003,-0.5762669440542001,-0.40326952417840506,-0.40326952417840506
204123_at,-0.3973658179329497,-0.40848682580243595,-0.40292632186769284,-0.40292632186769284
210869_s_at,-0.41847509835995517,-0.3873258462369635,-0.4029004722984593,-0.4029004722984593
218116_at,-0.3494281710752156,-0.4557438065952265,-0.40258598883522106,-0.40258598883522106
219124_at,-0.2893297845954978,-0.5144064500871217,-0.4018681173413098,-0.4018681173413098
211599_x_at,-0.36483313960263986,-0.4377103089439607,-0.40127172427330027,-0.40127172427330027
205320_at,-0.35343896601492875,-0.4487662329831086,-0.40110259949901866,-0.40110259949901866
221826_at,-0.33249939303616277,-0.4693757883557535,-0.40093759069595813,-0.40093759069595813
205763_s_at,-0.31984696770641247,-0.47979356275558227,-0.39982026523099734,-0.39982026523099734
219217_at,-0.26841326083610045,-0.5297907066646234,-0.3991019837503619,-0.3991019837503619
206584_at,-0.3287939817349198,-0.46893360231868325,-0.39886379202680156,-0.39886379202680156
208795_s_at,-0.36606709124096476,-0.4309995824429396,-0.3985333368419522,-0.3985333368419522
212440_at,-0.35464948429011267,-0.4416385908264737,-0.3981440375582932,-0.3981440375582932
203773_x_at,-0.28921047572181113,-0.5059235965893432,-0.39756703615557715,-0.39756703615557715
212825_at,-0.30637681340337897,-0.482143600329565,-0.394260206866472,-0.394260206866472
213262_at,-0.33039888127473505,-0.4567896311908666,-0.3935942562328008,-0.3935942562328008
217640_x_at,-0.30363427684158634,-0.47846359268118877,-0.3910489347613876,-0.3910489347613876
213090_s_at,-0.3198802304331086,-0.4621740481955773,-0.39102713931434296,-0.39102713931434296
203561_at,-0.3232891677728758,-0.45793586416817983,-0.3906125159705278,-0.3906125159705278
216724_at,-0.2691089333955628,-0.5121110711478395,-0.3906100022717012,-0.3906100022717012
209231_s_at,-0.33416383790656595,-0.44619276349128933,-0.39017830069892767,-0.39017830069892767
211527_x_at,-0.37210998416878055,-0.40705729408304603,-0.3895836391259133,-0.3895836391259133
210320_s_at,-0.35415553647601894,-0.4244221636868473,-0.3892888500814331,-0.3892888500814331
214336_s_at,-0.3018218943683359,-0.4758884872907017,-0.3888551908295188,-0.3888551908295188
212621_at,-0.31546242970928295,-0.46192422985005843,-0.3886933297796707,-0.3886933297796707
202271_at,-0.3476016729397673,-0.42871912631084624,-0.3881603996253068,-0.3881603996253068
214119_s_at,-0.3071670163158085,-0.4688780733113604,-0.38802254481358445,-0.38802254481358445
208901_s_at,-0.31473638677507465,-0.4611214623593607,-0.38792892456721767,-0.38792892456721767
218890_x_at,-0.29388055565945004,-0.4810579588681229,-0.38746925726378645,-0.38746925726378645
205482_x_at,-0.36944555193093437,-0.40542412099140696,-0.38743483646117066,-0.38743483646117066
201756_at,-0.3188587448473272,-0.45498506462624566,-0.38692190473678645,-0.38692190473678645
215616_s_at,-0.2813053844933349,-0.4923156201933628,-0.38681050234334885,-0.38681050234334885
213100_at,-0.311980023227519,-0.460570370264568,-0.3862751967460435,-0.3862751967460435
211965_at,-0.3174441836578317,-0.45438662538513047,-0.3859154045214811,-0.3859154045214811
201776_s_at,-0.25403685163627926,-0.5160702721498907,-0.38505356189308493,-0.38505356189308493
200833_s_at,-0.28387609756611165,-0.48516428190160343,-0.38452018973385754,-0.38452018973385754
209958_s_at,-0.3069533954254033,-0.45972092980560875,-0.383337162615506,-0.383337162615506
204441_s_at,-0.32186019517800085,-0.44419017393246285,-0.3830251845552318,-0.3830251845552318
212342_at,-0.2398693439982974,-0.5254897090378167,-0.38267952651805703,-0.38267952651805703
213016_at,-0.3262645901818974,-0.43879980924750756,-0.3825321997147025,-0.3825321997147025
212405_s_at,-0.32140984933060146,-0.4413700199294021,-0.3813899346300018,-0.3813899346300018
41469_at,-0.3424762523475067,-0.4196510560554497,-0.38106365420147825,-0.38106365420147825
219440_at,-0.32113379188266944,-0.440973478740855,-0.38105363531176223,-0.38105363531176223
211205_x_at,-0.3046643814608153,-0.4546494055690818,-0.3796568935149486,-0.3796568935149486
209418_s_at,-0.26530565647048326,-0.4936128222371397,-0.3794592393538115,-0.3794592393538115
219886_at,-0.3348214282600032,-0.4200643554967024,-0.3774428918783528,-0.3774428918783528
212765_at,-0.3230966010452581,-0.43169719804364937,-0.37739689954445377,-0.37739689954445377
206050_s_at,-0.3260052906115018,-0.4278328635553479,-0.37691907708342487,-0.37691907708342487
201736_s_at,-0.20036243719209332,-0.5523775781307385,-0.37637000766141593,-0.37637000766141593
211844_s_at,-0.30060122270388384,-0.45125374373311933,-0.37592748321850156,-0.37592748321850156
204392_at,-0.2966500359554883,-0.4535248073398437,-0.37508742164766595,-0.37508742164766595
204313_s_at,-0.2273534587053787,-0.522622779931813,-0.3749881193185959,-0.3749881193185959
203338_at,-0.24904246471680122,-0.5007040633276294,-0.3748732640222153,-0.3748732640222153
200739_s_at,-0.31909919527958025,-0.4305357093498243,-0.3748174523147023,-0.3748174523147023
219175_s_at,-0.28657341752166526,-0.4613873392972237,-0.3739803784094445,-0.3739803784094445
201148_s_at,-0.25748565295292447,-0.48851935456387763,-0.37300250375840105,-0.37300250375840105
209142_s_at,-0.26786944930081885,-0.476768202337199,-0.37231882581900894,-0.37231882581900894
210302_s_at,-0.29328217216628305,-0.44253262086892464,-0.36790739651760385,-0.36790739651760385
215667_x_at,-0.2377529086395625,-0.4969377347936908,-0.36734532171662665,-0.36734532171662665
210588_x_at,-0.33355832006140945,-0.4000549878443857,-0.3668066539528976,-0.3668066539528976
208361_s_at,-0.32114437242014954,-0.4105996081963617,-0.3658719903082556,-0.3658719903082556
218662_s_at,-0.31443064787950953,-0.4155910627693297,-0.3650108553244196,-0.3650108553244196
201523_x_at,-0.31143981522091835,-0.4182329635432675,-0.36483638938209295,-0.36483638938209295
201160_s_at,-0.26324828322508426,-0.46604979689424053,-0.36464904005966237,-0.36464904005966237
210962_s_at,-0.30147316762437143,-0.42747405869618904,-0.36447361316028026,-0.36447361316028026
221428_s_at,-0.3631429369151813,-0.365579549908438,-0.36436124341180964,-0.36436124341180964
36829_at,-0.2479813823289398,-0.4799037267067081,-0.363942554517824,-0.363942554517824
