,ID,pred,method,target,run
312,GSM207957,0.10517990589141846,XGB,Genotype: primary tumor,0
313,GSM207957,0.46047508425991346,AdaBoost,Genotype: primary tumor,0
314,GSM207957,0.01720701343509231,NaiveBayes,Genotype: primary tumor,0
315,GSM207957,0.2710910519440193,RVM,Genotype: primary tumor,0
316,GSM207957,0.18232467532467528,RandomForest,Genotype: primary tumor,0
317,GSM207957,0.3123248639031926,ExtraTrees,Genotype: primary tumor,0
318,GSM207957,0.1795712411403656,DNN,Genotype: primary tumor,0
319,GSM207958,0.009497142568287346,NaiveBayes,Genotype: primary tumor,0
320,GSM207958,0.24658628913323838,RVM,Genotype: primary tumor,0
321,GSM207958,0.053419459611177444,XGB,Genotype: primary tumor,0
322,GSM207958,0.17844122648239136,DNN,Genotype: primary tumor,0
323,GSM207958,0.04767364027376727,GBM,Genotype: primary tumor,0
324,GSM207958,0.06555071135916696,SVM,Genotype: primary tumor,0
325,GSM207958,0.24251857810244698,MLNN,Genotype: primary tumor,0
326,GSM207958,0.07057142857142858,RandomForest,Genotype: primary tumor,0
327,GSM207958,0.44565465462578,AdaBoost,Genotype: primary tumor,0
328,GSM207958,0.30677327660160525,ExtraTrees,Genotype: primary tumor,0
329,GSM207958,0.04766604570312929,LR,Genotype: primary tumor,0
330,GSM207959,0.5950139139144277,NaiveBayes,Genotype: primary tumor,0
331,GSM207959,0.5363385235546262,SVM,Genotype: primary tumor,0
332,GSM207959,0.4930012831501502,ExtraTrees,Genotype: primary tumor,0
333,GSM207959,0.45508509949449444,RVM,Genotype: primary tumor,0
334,GSM207959,0.2800213120213121,RandomForest,Genotype: primary tumor,0
335,GSM207959,0.2806363105773926,DNN,Genotype: primary tumor,0
336,GSM207959,0.21817176043987274,XGB,Genotype: primary tumor,0
337,GSM207959,0.26203992262830444,MLNN,Genotype: primary tumor,0
338,GSM207959,0.5388183672176391,LR,Genotype: primary tumor,0
339,GSM207959,0.22953702096202436,GBM,Genotype: primary tumor,0
340,GSM207959,0.46309302994067997,AdaBoost,Genotype: primary tumor,0
341,GSM207960,0.2426652236652237,RandomForest,Genotype: melanoma metastasis,0
342,GSM207960,0.09353161313119668,LR,Genotype: melanoma metastasis,0
