,0_RF,1_XGB,3_ExtraTrees,6_RF,7_XGB,9_ExtraTrees,12_RF,13_XGB,15_ExtraTrees,18_RF,19_XGB,21_ExtraTrees,24_RF,25_XGB,27_ExtraTrees,30_RF,31_XGB,33_ExtraTrees,36_RF,37_XGB,39_ExtraTrees,42_RF,43_XGB,45_ExtraTrees,48_RF,49_XGB,51_ExtraTrees,54_RF,55_XGB,57_ExtraTrees,MEAN,MEDIAN
232114_at,0.0,0.06666666,0.0,0.0,0.06666666,0.04652365738849587,0.1308151578550086,0.06666666,0.0,0.24518310335113663,0.06666666,0.2617651000986774,0.0,0.06666666,0.0,0.039486594202596,0.06666666,0.0,0.0,0.06666666,0.07417718974643446,0.8998472317938497,0.06666666,0.24531752449328376,0.38691597384740695,0.06666666,0.456823208937338,0.23359610733372463,0.06666666,0.30214114456438496,0.13297528735141914,0.06666666269302368
211548_s_at,0.0,0.02222222,0.24624383965836852,0.0,0.02222222,0.16598261846967186,0.0,0.02222222,0.03821245763967744,0.16923487061876116,0.02222222,0.07014057667446197,0.005580079944371255,0.02222222,0.3091463236368375,0.0280239107207069,0.02222222,0.25368253905774607,0.0,0.02222222,0.0,0.32323510877488,0.02222222,0.6329618825697767,0.0,0.02222222,0.5163274506426678,0.0,0.02222222,1.0,0.13269979557948908,0.02222222089767456
1553537_at,0.0,0.13333333,0.0,0.7127191443258513,0.13333333,0.3730982306766403,0.0,0.13333333,0.16729238717010317,0.053410318740591725,0.13333333,0.0,0.0,0.13333333,0.0,0.18232375164649406,0.13333333,0.0,0.061700708881334186,0.13333333,0.0,0.548370442798571,0.13333333,0.029171223832801255,0.2874539657157971,0.13333333,0.2289542261338345,0.0,0.13333333,0.0,0.13259425512608308,0.13333332538604736
225613_at,0.20359757532438957,0.02222222,0.14248856237421204,0.01530100352851194,0.02222222,0.2771043546567105,0.013865599122426839,0.02222222,0.0,0.0,0.02222222,0.33430534334175505,0.0,0.02222222,0.0,0.40185874285061707,0.02222222,0.08781279268945762,0.02736347488471475,0.02222222,0.17689965289021742,0.034261475263912385,0.02222222,0.0,0.3131540265968146,0.02222222,1.0,0.3597638948096104,0.02222222,0.22990693176946106,0.12799685463598523,0.02222222089767456
233185_at,0.0,0.26666665,0.32442280840607307,0.06699944954200385,0.26666665,0.05387084172536326,0.0,0.26666665,0.0679914163963845,0.0,0.26666665,0.014629718874169351,0.0,0.26666665,0.0,0.0,0.26666665,0.001050357611550261,0.0,0.26666665,0.05491082459424524,0.0,0.26666665,0.037976089152274385,0.1746422834797761,0.26666665,0.078213537307752,0.2036212609389875,0.26666665,0.025207024228101713,0.12567340399925428,0.0679914163963845
212443_at,0.0,0.0,0.37590271386145474,0.0,0.0,0.1732196460980595,1.0,0.0,0.01629625609750852,0.31497476677173836,0.0,0.12394615530255469,0.2865341679298356,0.0,0.5340588710866725,0.014327576089062034,0.0,0.0,0.07735008238714348,0.0,0.0,0.4515298752928463,0.0,0.00463540291468283,0.0,0.0,0.0,0.0,0.0,0.39738869979940966,0.12567214045436562,0.0
238622_at,0.0,0.08888888,0.0,0.4029957704450225,0.08888888,0.009431115114827967,0.38350467642520697,0.08888888,0.0,0.20243357771785633,0.08888888,0.1367753022202003,0.0,0.08888888,0.0,0.0,0.08888888,0.19412653195680563,0.0351334259567354,0.08888888,0.15807855491759853,0.11045402332155652,0.08888888,0.4448981665930875,0.08081828896150299,0.08888888,0.23422977358024719,0.06100760539550755,0.08888888,0.33528383697116576,0.12260198284947679,0.08888888359069824
215807_s_at,0.2298077916778839,0.0,0.3108540935183094,0.20382522049945617,0.0,0.13437773381210819,0.3913967992033343,0.0,0.05844938347445388,0.04385037089678573,0.0,0.0,0.09520657855371614,0.0,0.5240739857495512,0.0,0.0,0.18441635763018582,0.5848429636827812,0.0,0.30214225947344764,0.10756289865733257,0.0,0.0034387315034689575,0.0,0.0,0.023291013619687228,0.0,0.0,0.47450009760232237,0.12240120931849416,0.023291013619687228
45297_at,0.15875613203367706,0.04444444,0.31060846819249005,0.0,0.04444444,0.18600968517024602,0.0,0.04444444,0.21817287614700331,0.0,0.04444444,0.12202720547990789,0.02641656683654046,0.04444444,0.2923328715899756,0.04061157957389492,0.04444444,0.06297673830886324,0.0,0.04444444,0.11185698295045206,0.3804745781206565,0.04444444,0.12106452545534171,0.26624821595343784,0.04444444,0.3602583565817757,0.013901617884644763,0.04444444,0.4902404786804624,0.12021337656376203,0.04444444179534912
204689_at,0.03334922004321198,0.0,0.009448672624835812,0.30767799592652034,0.0,0.0,0.22222761436644017,0.0,0.003468480678281063,0.0,0.0,0.304870365063759,0.0,0.0,0.2747932283341698,0.5145435026669947,0.0,0.222647648380921,0.0,0.0,0.08182712022747266,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6195151401546262,0.11981229961557442,0.0
201548_s_at,0.0,0.26666665,0.0,0.33445922620069013,0.26666665,0.0,0.0,0.26666665,0.0,0.0,0.26666665,0.0995754743155279,0.0686328136956944,0.26666665,0.0,0.15935598961232597,0.26666665,0.016499860495444538,0.0,0.26666665,0.0,0.0,0.26666665,0.0,0.0,0.26666665,0.026752526697456997,0.04804746182985853,0.26666665,0.06371690271439767,0.11612355877607812,0.06371690271439767
215933_s_at,0.0,0.0,0.1007948994252269,0.2628127502310571,0.0,0.08540418685557853,0.0,0.0,0.0,0.0027716880496397437,0.0,0.3408166753753379,0.0,0.0,0.09377745141570805,1.0,0.0,0.0,0.32614664652078823,0.0,0.002725393781743315,0.0,0.0,0.2120501351296433,0.0,0.0,0.24189590278340536,0.0,0.0,0.8102864860409377,0.1159827405203022,0.0
214950_at,0.07179920553524015,0.0,0.270652301547547,0.4765954583356501,0.0,0.14986248565082855,0.0,0.0,0.21315250617837408,0.0,0.0,0.11134190199391979,0.10470137455397895,0.0,0.22070983411723102,0.7756958712040658,0.0,0.0,0.36760509463143115,0.0,0.16183880698434114,0.028258181577640318,0.0,0.10672654993231069,0.0,0.0,0.0,0.0032155035299418853,0.0,0.4061941419712789,0.11561164059145931,0.0032155035299418853
201005_at,0.22487927610020453,0.06666666,0.10888745757709017,0.35867758685133894,0.06666666,0.2071760355030419,0.005212207486268884,0.06666666,0.07455338528965982,0.0700548092992285,0.06666666,0.04254201534091086,0.08164752770007459,0.06666666,0.10962432175154262,0.2825689612958932,0.06666666,0.5106160978108075,0.050425557933736556,0.06666666,0.07074721089814386,0.0,0.06666666,0.0,0.03577679914427613,0.06666666,0.23142695120457196,0.08321533675814831,0.06666666,0.22048610598968563,0.11450614236216204,0.06666666269302368
205639_at,0.7646235413395158,0.02222222,0.0,0.0,0.02222222,0.12076910246950608,0.3770630852984058,0.02222222,0.0,0.3080367032142241,0.02222222,0.07420774394698706,0.0,0.02222222,0.0657688396259173,0.03465183346756265,0.02222222,0.15269283734746047,0.29257814003048527,0.02222222,0.06328128287573735,0.0,0.02222222,0.1469505998310887,0.4072604697431459,0.02222222,0.0,0.28793290752089473,0.02222222,0.09152364035459234,0.11365209786807565,0.02222222089767456
212488_at,0.0768640635224238,0.0,0.7444736100625923,0.11704455258065893,0.0,0.22659267685415338,0.3169785977426451,0.0,0.3225789248729482,0.002589896340773899,0.0,0.4089875642621574,0.3505970289239181,0.0,0.010692126599347406,0.0,0.0,0.0392241436314289,0.15098007727585602,0.0,0.22147296768277402,0.0,0.0,0.08433329913127537,0.005136507775224415,0.0,0.290854700076263,0.0,0.0,0.03382898085979389,0.11344099060647447,0.010692126599347406
